Unnamed: 0,Area,Province,Author,Sample,Unique_Id,Flow,Rock Type,Rock_Name,Sample_Comment,Age,Uncertainty,Material,Latitude,Longditude,SiO2,TiO2,Al2O3,FeO,CaO,MgO,MnO,K2O,Na2O,P2O5,H2O,LOI,Li,Sc,Ti,V ,Cr,Co,Ni,Cu,Zn,Ga,Rb,Sr,Y ,Zr,Nb,Sn,Cs,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Tl,Pb,Th,U ,87Sr/86Sr,143Nd/144Nd,206Pb/204Pb,207Pb/206Pb,208Pb/204Pb,Region,src_FeIII_totFe,Fe2O3,Cr2O3,NiO,CoO,CO2,FeO_tot,Total,SiO2_primary_wt,Al2O3_primary_wt,FeO_primary_wt,Fe2O3_primary_wt,MgO_primary_wt,CaO_primary_wt,Na2O_primary_wt,K2O_primary_wt,TiO2_primary_wt,MnO_primary_wt,Cr2O3_primary_wt,P2O5_primary_wt,NiO_primary_wt,CoO_primary_wt,H2O_primary_wt,CO2_primary_wt,ol_added,P,T,P_err,T_err,Fit_Tp
135,Arabia,Harrat_Rahat,Camp_1989,4226,Shawahit,OTB,0.0,0.0,0.0,8.49,0.88,K-Ar,22.65,40.32,47.7456152632425,1.0524090701583855,16.431481232547135,8.377374765971503,11.397788798389472,9.034832583022665,0.16878258688290276,0.31770839883840524,2.869303974027852,0.14892581195550245,0.327566890126794,0.0,0.0,29.0,0.0,202.0,391.0,0.0,218.0,126.0,74.0,15.0,4.0,266.0,20.0,99.0,7.0,0.0,0.0,65.0,6.72,16.48,1.84,9.53,2.55,0.96,2.91,0.0,3.22,0.71,2.11,0.0,1.88,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.043845195862402,0.05679604391512287,0.027569385059351727,0.0,0.0,10.27972028,99.99999999999999,46.7824377073539,14.214112655545543,8.757118202009758,1.7680357268667426,14.320091705777244,9.859698691285244,2.482101847826788,0.2748348069653639,0.9103902972130502,0.14600599120034946,0.049131624542757206,0.12882881576501423,0.023848996906105067,0.0,0.28336293074213614,0.0,0.1266375545851529,1.9446846338954782,1410.7261251209338,0.24,39.0,True
138,Arabia,Harrat_Rahat,Camp_1989,4204,Shawahit,OTB,0.0,0.0,0.0,8.66,0.77,K-Ar,23.12,40.62,47.49735375531369,1.4669466524152774,15.591264073466823,8.737253201179508,11.021923494058578,9.029651350896037,0.16850062910761238,0.5550608948917282,3.023099519248296,0.20814783595646233,0.4899342128276677,0.0,0.0,27.0,0.0,202.0,353.0,0.0,222.0,103.0,74.0,16.0,8.0,382.0,19.0,109.0,19.0,0.0,0.0,98.0,10.68,24.69,2.3,13.11,3.3,1.21,3.49,0.0,3.3,0.74,1.96,0.0,1.7,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.1316454711804007,0.05119056489480122,0.02802834456313325,0.0,0.0,10.73926074,100.00000000000001,46.41880365432853,13.160936987087046,9.144731637441868,1.7993699287511686,15.115243191998115,9.30385374131786,2.5518663586892276,0.4685393966290408,1.2382826924669494,0.14223517423091814,0.04321110820388176,0.17570227404995817,0.023659356605698064,0.0,0.4135644981997443,0.0,0.1449337323642583,2.1268834902133182,1407.8203037892654,0.24,39.0,True
145,Arabia,Harrat_Rahat,Camp_1989,4149,Shawahit,OTB,0.0,0.0,0.0,2.1,0.46,K-Ar,23.87,40.26,46.89446208830383,1.8726245890407098,15.394945312268469,8.978939231291454,10.60496872519985,9.579953162237995,0.16755062081155694,0.6307788090444079,2.8187928026073212,0.24639797219000895,0.5418124254228208,0.0,0.0,28.0,0.0,250.0,353.0,0.0,214.0,106.0,82.0,17.0,6.0,416.0,21.0,143.0,17.0,0.0,0.0,59.0,10.96,27.32,3.22,15.12,3.83,1.42,4.03,0.0,3.55,0.71,2.2,0.0,1.71,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,2.1906101045352115,0.05116129272918965,0.027002864317169743,0.0,0.0,11.0426399,100.0,45.92843253680469,13.034254325609426,9.329248152649727,1.8546976719694825,15.493123899528582,8.978782105138961,2.3865536080275556,0.5340539543026371,1.5854726765735996,0.14185808132304287,0.04331612016366104,0.20861482582076002,0.022862192355397944,0.0,0.4587298497324593,0.0,0.14273467638234041,2.2297037660428614,1413.829543789464,0.24,39.0,True
278,Arabia,Harrat_Rahat,Murcia_2017,HM-163-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Halat Khamisah,0.0,0.0,0.0008,0.0,Historic,24.29761,39.85303,45.54845243977075,2.326778530112904,15.471566331389244,10.068403826506845,11.089970399283215,8.702756061158535,0.18130741808541861,0.4331232762068386,2.8908460523842163,0.24174322411389146,0.5156584418824857,-0.05,0.0,32.0,0.0,294.0,299.0,61.0,174.0,121.0,61.0,20.0,6.0,455.0,22.0,141.0,9.0,0.0,0.0,67.0,10.0,26.0,3.6,16.0,4.3,1.6,4.8,0.7,4.2,0.8,2.3,0.3,1.9,0.3,3.4,0.6,0.0,1.2,0.6,0.3,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.456409002304223,0.043336966772687856,0.021956637290271256,0.007691392738474695,0.0,12.38191976,100.00000000000001,44.30285839870082,11.688132498840286,10.542898419966996,1.8557160455064219,18.19917671977975,8.378016850954479,2.1839153819522856,0.32720683427938047,1.7577855514370848,0.13697030282613387,0.032739297294634734,0.1826270704348455,0.016587337078922924,0.005810531106053705,0.38955875984192145,0.0,0.21905505661850852,2.916104621890691,1501.4310139908766,0.24,39.0,True
279,Arabia,Harrat_Rahat,Murcia_2017,HM-164-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.2925,39.84914,45.23715021962534,2.418179132320889,15.460157800689455,10.022391303682287,11.32193493905975,8.731751428850714,0.18212227827070765,0.4654235990336884,2.8532490183094597,0.25294760771786273,0.5353848599493833,0.41,0.0,30.0,0.0,291.0,300.0,62.0,181.0,113.0,60.0,20.0,4.0,472.0,22.0,148.0,10.0,0.0,0.0,53.0,11.0,27.0,3.8,17.0,4.4,1.6,4.8,0.7,4.4,0.8,2.3,0.3,1.8,0.3,3.7,0.7,0.0,1.3,0.6,0.3,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4451832333310506,0.04347325062788993,0.022835403593646636,0.007815924937849949,0.0,12.32778855,99.99999999999994,44.086957909559146,11.738042961765272,10.494375105288858,1.8564924247376027,18.079246794606785,8.59611916244914,2.166314211620618,0.35337040354356564,1.8359897040094233,0.13827537559421263,0.03300683538527685,0.1920491320169841,0.01733765928440387,0.005934199630376584,0.406488120508335,0.0,0.21599372794982374,2.953678664662711,1501.0932509797008,0.24,39.0,True
280,Arabia,Harrat_Rahat,Murcia_2017,HM-165-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.28919,39.84678,45.65772161347351,2.4457703785809493,15.386301357970805,10.208485185697166,10.905730209047393,8.50005443067313,0.19044933238851983,0.43101691082092985,2.946952833070014,0.2505912272445322,0.5156525944644057,-0.52,0.0,31.0,0.0,312.0,291.0,61.0,165.0,124.0,62.0,19.0,6.0,458.0,22.0,145.0,10.0,0.0,0.0,60.0,10.0,26.0,3.5,16.0,4.0,1.5,4.9,0.7,4.5,0.8,2.3,0.3,1.9,0.3,3.4,0.7,0.0,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4905849370104,0.04217697098694809,0.020820713051006308,0.0076913055202982705,0.0,12.55433135,100.0,44.305406760891536,11.405006679510338,10.70653762372543,1.8461316453922367,18.574753338613114,8.083809291483089,2.1844117025534517,0.3194887863253781,1.812913113768822,0.141169463502944,0.031263435223076765,0.18574929439231452,0.015433232840969867,0.005701135626575648,0.38222449615070986,0.0,0.23047325894574852,2.9750532685263527,1512.2271171401176,0.24,39.0,True
281,Arabia,Harrat_Rahat,Murcia_2017,HM-165-1B,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.28919,39.84678,45.44279947573319,2.391726288144307,15.546220871450956,10.07801103033732,10.612029246974933,9.144835807144064,0.18088686218687636,0.422069345433165,2.8539927132923864,0.25123175292717714,0.5353346684309008,-0.27,0.0,29.0,0.0,288.0,336.0,64.0,201.0,120.0,60.0,20.0,5.0,502.0,21.0,144.0,11.0,0.0,0.0,47.0,10.0,27.0,3.5,17.0,4.0,1.5,4.6,0.7,4.1,0.7,2.3,0.3,1.7,0.3,3.3,0.7,0.0,1.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.458752891403508,0.04868547608577984,0.025356275274304178,0.008067295181154257,0.0,12.39736442,100.00000000000001,44.294196925393756,11.945843951059194,10.490149412020108,1.889325939583188,18.06444574240194,8.154370533950024,2.1930314686998824,0.32432155562187887,1.8378221464925952,0.13899495230055187,0.03741032015515596,0.1930485447772371,0.0194839704203089,0.006198975952938857,0.4113555611712264,0.0,0.20854768500197876,2.8780873506641216,1493.147199748646,0.24,39.0,True
282,Arabia,Harrat_Rahat,Murcia_2017,HM-166-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.29389,39.84764,45.27930700456561,2.381534788821214,15.565389821906583,10.036209648636722,10.92290428832067,9.023705655897478,0.18087606013636098,0.44214148033332684,2.8538222791772676,0.2512167501893902,0.5353569621491728,-0.22,0.0,28.0,0.0,288.0,317.0,65.0,197.0,109.0,59.0,19.0,8.0,486.0,21.0,146.0,11.0,0.0,0.0,72.0,10.0,27.0,3.5,16.0,3.9,1.5,4.3,0.7,4.1,0.8,2.1,0.3,1.7,0.2,3.3,0.7,0.0,1.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4485545231132164,0.045934341161681894,0.02485270771554815,0.00819368787578218,0.0,12.34542875,100.00000000000001,44.16188358779412,11.94265059583717,10.46632169377048,1.878670015269562,18.010821892758962,8.380672177165353,2.189614441577483,0.33923604059794527,1.8272486709387674,0.13877838024461348,0.03524343386966671,0.19274775033974106,0.019068408051659234,0.00628666242936585,0.41075624935509997,0.0,0.20948616600790526,2.9132076487206855,1495.1603808117607,0.24,39.0,True
283,Arabia,Harrat_Rahat,Murcia_2017,HM-167-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.29153,39.84578,45.55481334058132,2.374420664423534,15.589023438421307,10.080167119761944,10.790088847435827,8.686171797964832,0.1803357462760302,0.4308020619253024,2.9955771252508376,0.2504663146578264,0.535380764731634,-0.53,0.0,31.0,0.0,302.0,299.0,68.0,171.0,113.0,62.0,20.0,5.0,454.0,22.0,144.0,11.0,0.0,0.0,65.0,10.0,27.0,3.6,17.0,4.3,1.5,4.8,0.7,4.4,0.8,2.2,0.3,1.9,0.3,3.4,0.6,0.0,1.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.459278916934831,0.043328008369221314,0.02157361406549847,0.00857223920004195,0.0,12.39894907,99.99999999999997,44.30328272845044,11.765098476093144,10.556073317073448,1.8560276563961597,18.21367454855621,8.143323304203886,2.26077406391257,0.3251280429640857,1.791984793079664,0.13610011057319293,0.032699821592448525,0.18902793164264273,0.016281693011010175,0.0064695032852765365,0.4040540091657988,0.0,0.21966445571595797,2.9280591981728126,1500.9448068142397,0.24,39.0,True
285,Arabia,Harrat_Rahat,Murcia_2017,HM-174-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.28894,39.86561,45.630882347724466,2.290081703240228,15.62880320403297,9.982345610383645,11.048639797552514,8.768602309054936,0.18079592388781449,0.421857156068856,2.812381038475307,0.23101701347092596,0.49593326347670874,-0.34,0.0,30.0,0.0,293.0,292.0,69.0,176.0,117.0,61.0,20.0,5.0,450.0,21.0,140.0,9.0,0.0,0.0,48.0,10.0,25.0,3.4,16.0,4.0,1.5,4.3,0.7,4.1,0.8,1.9,0.3,1.7,0.2,3.2,0.6,0.0,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4354132039185106,0.042331593781217355,0.022213842737648738,0.008701992194246765,0.0,12.27341772,100.0,44.4028927049487,11.91363358150243,10.451146814711858,1.8564838364303435,17.994692561675,8.422234537323972,2.1438415179042,0.3215762279124561,1.7456995220892408,0.13781838328304044,0.03226882382780871,0.1761012672342951,0.01693332364343643,0.006633415564705427,0.37804348194848225,0.0,0.21352732992528523,2.8416504638699998,1492.2696220157686,0.24,39.0,True
286,Arabia,Harrat_Rahat,Murcia_2017,HM-175-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.29817,39.87475,45.44162841652201,2.3254355701377087,15.53310426014129,9.955280281159288,11.415774617941372,8.677599400838098,0.18120277220142494,0.4429401085031936,2.7885093206578717,0.24160369527668277,0.4959419193497931,-0.19,0.0,30.0,0.0,298.0,295.0,63.0,170.0,124.0,62.0,19.0,6.0,471.0,22.0,140.0,11.0,0.0,0.0,54.0,10.0,25.0,3.4,16.0,4.0,1.5,4.4,0.8,4.2,0.8,2.1,0.3,1.7,0.2,3.3,0.6,0.0,1.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4288100203848897,0.042767253849977795,0.021456927140668797,0.0079454358957111,0.0,12.23992693,99.99999999999994,44.25187597740673,11.8229402411652,10.438484471642862,1.8486759148227456,17.965141196195557,8.689056537196215,2.1224591368171444,0.3371415233905636,1.7699929981779396,0.13792153270793953,0.032552069314600016,0.18389537618895313,0.016331826729195944,0.0060476265536987,0.37748357169064933,0.0,0.21445404556166547,2.8818942913323573,1495.5868826463884,0.24,39.0,True
287,Arabia,Harrat_Rahat,Murcia_2017,HM-176-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.30397,39.88508,45.60238185745438,2.193099326596497,15.844639625789728,9.791886684984767,11.25723919853146,8.822697748414118,0.18108159586504344,0.40240354614629076,2.746404201803552,0.22132195028124732,0.476220452579457,-0.17,0.0,31.0,0.0,281.0,288.0,62.0,175.0,118.0,60.0,19.0,6.0,468.0,21.0,134.0,9.0,0.0,0.0,49.0,9.0,24.0,3.3,16.0,4.2,1.5,4.3,0.7,4.0,0.8,2.2,0.3,1.7,0.3,3.1,0.6,0.0,1.3,0.5,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.388946551708226,0.041762628809408064,0.022093404590372467,0.00782122644545757,0.0,12.03609815,100.00000000000001,44.45009639294125,12.279055154272061,10.258314927267895,1.8513520762748976,17.56095832915648,8.723976326896837,2.1283695600738217,0.3118490198642605,1.6995771583371115,0.14033205901580392,0.03236461255347439,0.17151696084845772,0.017121634818962252,0.006061183666273368,0.3690546040124338,0.0,0.20318725099601606,2.7557999924780616,1478.930778386412,0.24,39.0,True
289,Arabia,Harrat_Rahat,Murcia_2017,HM-178-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.32303,39.94211,45.40040437262654,2.2941693699355676,15.395083934137396,10.074422182130558,11.189106754434448,9.055931724212893,0.18111863428589273,0.42261014732830016,2.7268416640538957,0.23142936625237973,0.49591288334624006,-0.18,0.0,32.0,0.0,293.0,303.0,67.0,180.0,131.0,64.0,20.0,4.0,450.0,21.0,137.0,9.0,0.0,0.0,60.0,10.0,25.0,3.5,16.0,4.3,1.6,4.5,0.7,4.2,0.8,2.2,0.3,1.9,0.3,3.4,0.6,0.0,1.5,0.6,0.3,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4578773127919518,0.04392447198011119,0.022717769186091256,0.008449413297741574,0.0,12.38713605,100.0,44.245291367821245,11.782496539496142,10.499520932915642,1.8811154948145983,18.109105246936142,8.563487680755124,2.0869650732611658,0.32344108156566864,1.755823013237658,0.1386176061684046,0.03361722101152368,0.1771224969394252,0.017386851410835787,0.006466686597314135,0.37954270706910614,0.0,0.21104536489151887,2.89027415270137,1497.8187077561306,0.24,39.0,True
296,Arabia,Harrat_Rahat,Murcia_2017,HM-210-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.37997,39.98158,45.380197073404,2.4196078526277405,15.461394578808576,10.060347933265753,10.90329513285398,8.885281949400678,0.1807175989473356,0.481913596862416,2.9115613168143795,0.25099666525971265,0.5353758869186608,-0.31,0.0,31.0,0.0,290.0,306.0,60.0,182.0,110.0,62.0,19.0,4.0,508.0,23.0,148.0,11.0,0.0,0.0,60.0,11.0,27.0,3.7,17.0,4.2,1.6,4.6,0.7,4.4,0.8,2.3,0.3,1.8,0.3,3.4,0.7,0.0,1.3,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4544435896112082,0.044341972458151156,0.022961181209430966,0.007563671557967523,0.0,12.37468354,99.99999999999999,44.208730314271286,11.774242975482428,10.508446629104737,1.8691208639941792,18.116038118327754,8.303134977460097,2.2172275733247333,0.36698939113964496,1.8425925693191632,0.13762102177174237,0.033767533392492416,0.19114030805825347,0.017485520157053853,0.005759927169332844,0.4077022770270984,0.0,0.21414538310412584,2.935359124125521,1499.5191830671902,0.24,39.0,True
297,Arabia,Harrat_Rahat,Murcia_2017,HM-211-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.38139,39.97133,45.354547040688374,2.4187753570932555,15.405892830834105,10.155644846448494,10.77910677187198,8.992625392348648,0.1806554207465539,0.4717113768344005,2.9005231454202676,0.250910307143212,0.5353542741032563,-0.36,0.0,31.0,0.0,299.0,309.0,62.0,190.0,112.0,64.0,19.0,3.0,474.0,22.0,147.0,11.0,0.0,0.0,63.0,11.0,27.0,3.7,17.0,4.5,1.5,4.6,0.7,4.3,0.9,2.2,0.3,1.8,0.3,3.6,0.7,0.0,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.477693371748234,0.04477489006889995,0.02396949622616941,0.007815478424144815,0.0,12.49240737,100.0,44.17814650260173,11.696842570689478,10.584585274079588,1.8811755752172694,18.28622017020968,8.183979750326051,2.202206842353139,0.3581443655503125,1.8364423845113425,0.13716167178476357,0.03399509823978818,0.19050232234145678,0.018198713111589278,0.005933860617209863,0.40646489836658917,0.0,0.21599372794982374,2.9634095352863716,1503.958157627852,0.24,39.0,True
298,Arabia,Harrat_Rahat,Murcia_2017,HM-212-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.37344,39.93533,45.27835576756416,2.4195307624181304,15.400664692414715,10.14235169340165,10.973224578239552,8.905077951709705,0.18071184117234412,0.4818982427957826,2.8713103658446935,0.26102821480640703,0.5353588295102473,-0.34,0.0,31.0,0.0,293.0,308.0,65.0,184.0,108.0,62.0,19.0,9.0,492.0,22.0,149.0,10.0,0.0,0.0,66.0,11.0,27.0,3.7,18.0,4.4,1.6,4.8,0.8,4.5,0.8,2.4,0.3,2.0,0.3,3.6,0.7,0.0,1.4,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.474450214106175,0.044630367275064926,0.023212762285468383,0.008193716455916326,0.0,12.47594937,99.99999999999997,44.11000919414473,11.663684748606501,10.584149729621279,1.8740234788483725,18.28799470979566,8.310565466650582,2.174585291705837,0.3649653633226498,1.832430262980798,0.1368620113398487,0.033800783570547346,0.1976895717684836,0.017580172469789348,0.006205506552476771,0.40545370862245755,0.0,0.21752738654147116,2.980500810818467,1505.499642610017,0.24,39.0,True
299,Arabia,Harrat_Rahat,Murcia_2017,HM-213-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.36322,39.93422,45.47782006658491,2.360788097039629,15.58120144204816,10.049925156105763,10.819441622160873,8.930811141752603,0.18082632208591629,0.44201989876278364,2.873129343445541,0.2411017627812217,0.5156483591405225,-0.27,0.0,32.0,0.0,289.0,306.0,62.0,184.0,107.0,64.0,19.0,3.0,481.0,23.0,143.0,10.0,0.0,0.0,55.0,11.0,26.0,3.6,17.0,4.4,1.6,4.6,0.8,4.5,0.9,2.3,0.3,1.9,0.3,3.5,0.7,0.0,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4519007234244734,0.044350677378125966,0.02321805900176191,0.00781732828771631,0.0,12.35943673,100.00000000000001,44.293432243438204,11.895172307501063,10.492578742761244,1.8718570383996485,18.080548908124708,8.259897213011994,2.193436027968429,0.3374516964358252,1.802298834286337,0.13804842116596872,0.033858682292849406,0.18406456155462417,0.017725386164789827,0.005967990806905606,0.39366194608741434,0.0,0.2125984251968505,2.8926273716143585,1495.753516386375,0.24,39.0,True
300,Arabia,Harrat_Rahat,Murcia_2017,HM-214-1,Medinah,BASALT,SAUDI ARABIA / Harrat_Rahat / Five Fingers,0.0,0.0,0.025,0.01,Stratigraphic,24.35231,39.90928,45.69863497433532,2.2824180722869665,15.71550417218808,9.99276818213913,11.100394497034365,8.5263899797205,0.18098469302658918,0.42229761739267363,2.8454815618132328,0.23125821864688695,0.49594833222307105,-0.19,0.0,33.0,0.0,299.0,285.0,61.0,166.0,122.0,66.0,20.0,6.0,448.0,21.0,139.0,10.0,0.0,0.0,56.0,10.0,25.0,3.5,17.0,4.3,1.5,4.5,0.8,4.3,0.9,2.2,0.3,1.9,0.3,3.5,0.6,0.0,1.2,0.6,0.2,0.0,0.0,0.0,0.0,0.0,88.0,0.18,2.4379560199922894,0.04131805069550272,0.02095232919142808,0.007693299313943946,0.0,12.2858591,99.99999999999997,44.40868222953456,11.854626679513146,10.497088358718843,1.8390156727664524,18.102750201667767,8.373325559007059,2.146423128977952,0.31855042937136746,1.7216892233988585,0.13652161248084116,0.03116731482195821,0.1744442824481377,0.015804904374000943,0.005803262198991999,0.3741071407200742,0.0,0.2199687987519502,2.859858279170293,1495.5888723875464,0.24,39.0,True
